Report Date,Market,BenchName,Currency,TimeZone,Resolution,,,,,,,,,
02/12/2015,6,33.25118798,35.88263849,32.51791859,33.25118798,33.25118798,34.07951454,33.25118798,33.24861497,37.91947363,38.85454715,35.04372608,34.57607692,35.69178667
02/12/2015,7,33.25310369,35.88382729,32.51976094,33.25310369,33.25310369,34.08161601,33.25310369,33.24961235,37.92104195,38.85582473,35.04574083,34.57805716,35.69379682
02/12/2015,8,33.25501881,35.88501455,32.52160272,33.25501881,33.25501881,34.08371685,33.25501881,33.2506113,37.92261001,38.85710304,35.04775497,34.580037,35.69580629
02/12/2015,9,33.25693335,35.88620026,32.52344395,33.25693335,33.25693335,34.08581706,33.25693335,33.25161185,37.92417778,38.85838209,35.04976851,34.58201644,35.69781507
02/12/2015,10,33.25884729,35.88738442,32.52528462,33.25884729,33.25884729,34.08791664,33.25884729,33.25261398,37.92574529,38.85966189,35.05178145,34.58399548,35.69982318
02/12/2015,11,33.26076064,35.88856703,32.52712473,33.26076064,33.26076064,34.09001559,33.26076064,33.25361771,37.92731251,38.86094242,35.05379378,34.58597413,35.70183061
02/12/2015,12,33.26267341,35.88974809,32.52896428,33.26267341,33.26267341,34.09211391,33.26267341,33.25462302,37.92887946,38.8622237,35.0558055,34.58795238,35.70383735
02/12/2015,13,33.26458558,35.89092761,32.53080328,33.26458558,33.26458558,34.0942116,33.26458558,33.25562992,37.93044613,38.86350572,35.05781662,34.58993024,35.70584342
02/12/2015,14,33.26649717,35.89210558,32.53264171,33.26649717,33.26649717,34.09630865,33.26649717,33.2566384,37.93201253,38.86478848,35.05982714,34.5919077,35.7078488
02/12/2015,15,33.26840816,35.893282,32.53447958,33.26840816,33.26840816,34.09840508,33.26840816,33.25764848,37.93357865,38.86607199,35.06183705,34.59388475,35.7098535
02/12/2015,16,33.27031857,35.89445687,32.5363169,33.27031857,33.27031857,34.10050088,33.27031857,33.25866015,37.9351445,38.86735623,35.06384635,34.59586142,35.71185752
02/12/2015,17,33.27222838,35.89563019,32.53815365,33.27222838,33.27222838,34.10259604,33.27222838,33.25967341,37.93671006,38.86864122,35.06585505,34.59783768,35.71386086
02/12/2015,18,33.2741376,35.89680196,32.53998985,33.2741376,33.2741376,34.10469057,33.2741376,33.26068825,37.93827536,38.86992695,35.06786314,34.59981355,35.71586352
02/12/2015,19,33.27604624,35.89797218,32.54182548,33.27604624,33.27604624,34.10678448,33.27604624,33.26170469,37.93984037,38.87121342,35.06987063,34.60178901,35.71786549
02/12/2015,20,33.27795428,35.89914085,32.54366056,33.27795428,33.27795428,34.10887775,33.27795428,33.26272272,37.94140511,38.87250064,35.07187751,34.60376408,35.71986679
02/12/2015,21,33.27986173,35.90030797,32.54549508,33.27986173,33.27986173,34.11097039,33.27986173,33.26374234,37.94296957,38.8737886,35.07388379,34.60573876,35.7218674
02/12/2015,22,33.28176859,35.90147354,32.54732903,33.28176859,33.28176859,34.11306239,33.28176859,33.26476355,37.94453376,38.8750773,35.07588946,34.60771303,35.72386733
02/12/2015,23,33.28367486,35.90263756,32.54916243,33.28367486,33.28367486,34.11515377,33.28367486,33.26578636,37.94609767,38.87636675,35.07789453,34.6096869,35.72586657
02/12/2015,24,33.28558053,35.90380002,32.55099526,33.28558053,33.28558053,34.11724451,33.28558053,33.26681076,37.9476613,38.87765694,35.07989898,34.61166038,35.72786514
03/12/2015,1,33.28748562,35.90496094,32.55282754,33.28748562,33.28748562,34.11933462,33.28748562,33.26783675,37.94922466,38.87894787,35.08190284,34.61363346,35.72986302
03/12/2015,2,33.28939011,35.9061203,32.55465925,33.28939011,33.28939011,34.1214241,33.28939011,33.26886433,37.95078773,38.88023954,35.08390608,34.61560614,35.73186022
03/12/2015,3,33.29129402,35.90727811,32.5564904,33.29129402,33.29129402,34.12351295,33.29129402,33.2698935,37.95235054,38.88153196,35.08590872,34.61757842,35.73385674
03/12/2015,4,33.29319733,35.90843437,32.55832099,33.29319733,33.29319733,34.12560116,33.29319733,33.27092427,37.95391306,38.88282513,35.08791075,34.61955031,35.73585257
03/12/2015,5,33.29510005,35.90958907,32.56015103,33.29510005,33.29510005,34.12768874,33.29510005,33.27195664,37.95547531,38.88411904,35.08991217,34.62152179,35.73784772
03/12/2015,6,33.29700217,35.91074222,32.5619805,33.29700217,33.29700217,34.12977569,33.29700217,33.2729906,37.95703728,38.88541369,35.09191299,34.62349288,35.73984219
03/12/2015,7,33.29890371,35.91189381,32.56380941,33.29890371,33.29890371,34.131862,33.29890371,33.27402615,37.95859897,38.88670909,35.0939132,34.62546356,35.74183597
03/12/2015,8,33.30080465,35.91304385,32.56563775,33.30080465,33.30080465,34.13394769,33.30080465,33.2750633,37.96016039,38.88800523,35.09591281,34.62743385,35.74382907
03/12/2015,9,33.302705,35.91419234,32.56746554,33.302705,33.302705,34.13603273,33.302705,33.27610204,37.96172153,38.88930211,35.0979118,34.62940374,35.74582148
03/12/2015,10,33.30460476,35.91533927,32.56929276,33.30460476,33.30460476,34.13811715,33.30460476,33.27714238,37.96328239,38.89059975,35.09991019,34.63137323,35.74781322
03/12/2015,11,33.30650393,35.91648465,32.57111943,33.30650393,33.30650393,34.14020093,33.30650393,33.27818432,37.96484298,38.89189812,35.10190797,34.63334232,35.74980426
03/12/2015,12,33.3084025,35.91762847,32.57294553,33.3084025,33.3084025,34.14228408,33.3084025,33.27922785,37.96640328,38.89319725,35.10390514,34.63531101,35.75179463
03/12/2015,13,33.31030048,35.91877074,32.57477107,33.31030048,33.31030048,34.14436659,33.31030048,33.28027298,37.96796331,38.89449711,35.10590171,34.6372793,35.75378431
03/12/2015,14,33.31219786,35.91991145,32.57659605,33.31219786,33.31219786,34.14644848,33.31219786,33.2813197,37.96952307,38.89579773,35.10789766,34.63924719,35.7557733
03/12/2015,15,33.31409466,35.9210506,32.57842046,33.31409466,33.31409466,34.14852972,33.31409466,33.28236802,37.97108254,38.89709908,35.10989301,34.64121469,35.75776161
03/12/2015,16,33.31599086,35.92218819,32.58024431,33.31599086,33.31599086,34.15061033,33.31599086,33.28341795,37.97264174,38.89840119,35.11188775,34.64318178,35.75974924
03/12/2015,17,33.31788647,35.92332423,32.58206761,33.31788647,33.31788647,34.15269031,33.31788647,33.28446946,37.97420066,38.89970404,35.11388188,34.64514847,35.76173618
03/12/2015,18,33.31978148,35.92445871,32.58389033,33.31978148,33.31978148,34.15476966,33.31978148,33.28552258,37.9757593,38.90100764,35.11587541,34.64711477,35.76372243
03/12/2015,19,33.3216759,35.92559164,32.5857125,33.3216759,33.3216759,34.15684837,33.3216759,33.2865773,37.97731766,38.90231198,35.11786832,34.64908066,35.765708
03/12/2015,20,33.32356972,35.926723,32.5875341,33.32356972,33.32356972,34.15892644,33.32356972,33.28763361,37.97887575,38.90361707,35.11986063,34.65104615,35.76769289
03/12/2015,21,33.32546296,35.92785281,32.58935514,33.32546296,33.32546296,34.16100388,33.32546296,33.28869153,37.98043355,38.90492291,35.12185232,34.65301125,35.76967709
03/12/2015,22,33.3273556,35.92898105,32.59117562,33.3273556,33.3273556,34.16308069,33.3273556,33.28975104,37.98199108,38.90622949,35.12384341,34.65497594,35.7716606
03/12/2015,23,33.32924764,35.93010774,32.59299553,33.32924764,33.32924764,34.16515686,33.32924764,33.29081215,37.98354834,38.90753682,35.12583389,34.65694023,35.77364343
03/12/2015,24,33.33113909,35.93123287,32.59481488,33.33113909,33.33113909,34.16723239,33.33113909,33.29187487,37.98510531,38.9088449,35.12782376,34.65890412,35.77562557
04/12/2015,1,33.33302994,35.93235644,32.59663367,33.33302994,33.33302994,34.16930729,33.33302994,33.29293918,37.98666201,38.91015372,35.12981302,34.66086762,35.77760702
04/12/2015,2,33.33492021,35.93347845,32.5984519,33.33492021,33.33492021,34.17138155,33.33492021,33.2940051,37.98821842,38.9114633,35.13180167,34.66283071,35.77958779
04/12/2015,3,33.33680987,35.9345989,32.60026956,33.33680987,33.33680987,34.17345518,33.33680987,33.29507262,37.98977456,38.91277362,35.13378971,34.6647934,35.78156788
04/12/2015,4,33.33869894,35.93571779,32.60208665,33.33869894,33.33869894,34.17552817,33.33869894,33.29614174,37.99133042,38.91408468,35.13577714,34.66675569,35.78354727
04/12/2015,5,33.34058742,35.93683511,32.60390319,33.34058742,33.34058742,34.17760053,33.34058742,33.29721246,37.992886,38.9153965,35.13776396,34.66871758,35.78552598
04/12/2015,6,33.3424753,35.93795088,32.60571916,33.3424753,33.3424753,34.17967225,33.3424753,33.29828478,37.99444131,38.91670906,35.13975017,34.67067907,35.78750401
04/12/2015,7,33.34436259,35.93906508,32.60753456,33.34436259,33.34436259,34.18174334,33.34436259,33.29935871,37.99599633,38.91802238,35.14173577,34.67264016,35.78948134
04/12/2015,8,33.34624928,35.94017772,32.6093494,33.34624928,33.34624928,34.18381378,33.34624928,33.30043424,37.99755108,38.91933644,35.14372076,34.67460084,35.79145799
04/12/2015,9,33.34813538,35.9412888,32.61116368,33.34813538,33.34813538,34.1858836,33.34813538,33.30151137,37.99910555,38.92065125,35.14570514,34.67656113,35.79343396
04/12/2015,10,33.35002088,35.94239832,32.61297739,33.35002088,33.35002088,34.18795277,33.35002088,33.30259011,38.00065974,38.9219668,35.1476889,34.67852102,35.79540923
04/12/2015,11,33.35190578,35.94350627,32.61479054,33.35190578,33.35190578,34.19002131,33.35190578,33.30367045,38.00221365,38.92328311,35.14967206,34.6804805,35.79738382
04/12/2015,12,33.35379009,35.94461266,32.61660312,33.35379009,33.35379009,34.19208921,33.35379009,33.3047524,38.00376728,38.92460017,35.15165461,34.68243958,35.79935772
04/12/2015,13,33.3556738,35.94571749,32.61841514,33.3556738,33.3556738,34.19415648,33.3556738,33.30583595,38.00532063,38.92591797,35.15363655,34.68439826,35.80133093
04/12/2015,14,33.35755692,35.94682075,32.6202266,33.35755692,33.35755692,34.1962231,33.35755692,33.3069211,38.00687371,38.92723653,35.15561787,34.68635654,35.80330345
04/12/2015,15,33.35943944,35.94792245,32.62203749,33.35943944,33.35943944,34.19828909,33.35943944,33.30800786,38.0084265,38.92855583,35.15759858,34.68831442,35.80527529
04/12/2015,16,33.36132137,35.94902258,32.62384781,33.36132137,33.36132137,34.20035445,33.36132137,33.30909623,38.00997902,38.92987588,35.15957869,34.6902719,35.80724644
04/12/2015,17,33.3632027,35.95012115,32.62565757,33.3632027,33.3632027,34.20241916,33.3632027,33.3101862,38.01153125,38.93119669,35.16155818,34.69222897,35.8092169
04/12/2015,18,33.36508343,35.95121816,32.62746676,33.36508343,33.36508343,34.20448324,33.36508343,33.31127778,38.01308321,38.93251824,35.16353706,34.69418564,35.81118667
04/12/2015,19,33.36696357,35.95231359,32.62927539,33.36696357,33.36696357,34.20654668,33.36696357,33.31237097,38.01463489,38.93384054,35.16551532,34.69614191,35.81315575
04/12/2015,20,33.3688431,35.95340746,32.63108345,33.3688431,33.3688431,34.20860949,33.3688431,33.31346576,38.01618629,38.9351636,35.16749298,34.69809778,35.81512414
04/12/2015,21,33.37072205,35.95449977,32.63289095,33.37072205,33.37072205,34.21067165,33.37072205,33.31456216,38.01773741,38.9364874,35.16947002,34.70005325,35.81709185
04/12/2015,22,33.37260039,35.95559051,32.63469788,33.37260039,33.37260039,34.21273318,33.37260039,33.31566017,38.01928825,38.93781196,35.17144645,34.70200831,35.81905886
04/12/2015,23,33.37447814,35.95667968,32.63650425,33.37447814,33.37447814,34.21479406,33.37447814,33.31675978,38.02083881,38.93913726,35.17342227,34.70396298,35.82102519
04/12/2015,24,33.37635529,35.95776728,32.63831005,33.37635529,33.37635529,34.21685431,33.37635529,33.31786101,38.02238909,38.94046332,35.17539748,34.70591724,35.82299082
05/12/2015,1,33.37823184,35.95885332,32.64011528,33.37823184,33.37823184,34.21891393,33.37823184,33.31896384,38.02393909,38.94179012,35.17737207,34.70787109,35.82495577
05/12/2015,2,33.3801078,35.95993779,32.64191995,33.3801078,33.3801078,34.2209729,33.3801078,33.32006828,38.02548881,38.94311768,35.17934605,34.70982455,35.82692003
05/12/2015,3,33.38198316,35.96102069,32.64372405,33.38198316,33.38198316,34.22303123,33.38198316,33.32117434,38.02703826,38.94444599,35.18131942,34.7117776,35.8288836
05/12/2015,4,33.38385792,35.96210202,32.64552758,33.38385792,33.38385792,34.22508893,33.38385792,33.322282,38.02858742,38.94577506,35.18329218,34.71373025,35.83084647
05/12/2015,5,33.38573208,35.96318178,32.64733055,33.38573208,33.38573208,34.22714598,33.38573208,33.32339127,38.0301363,38.94710487,35.18526432,34.7156825,35.83280866
05/12/2015,6,33.38760565,35.96425998,32.64913295,33.38760565,33.38760565,34.2292024,33.38760565,33.32450215,38.03168491,38.94843543,35.18723585,34.71763434,35.83477016
05/12/2015,7,33.38947861,35.9653366,32.65093478,33.38947861,33.38947861,34.23125818,33.38947861,33.32561465,38.03323323,38.94976675,35.18920677,34.71958578,35.83673097
05/12/2015,8,33.39135098,35.96641166,32.65273605,33.39135098,33.39135098,34.23331331,33.39135098,33.32672875,38.03478127,38.95109882,35.19117707,34.72153682,35.83869108
05/12/2015,9,33.39322275,35.96748514,32.65453675,33.39322275,33.39322275,34.23536781,33.39322275,33.32784447,38.03632903,38.95243164,35.19314676,34.72348746,35.84065051
05/12/2015,10,33.39509392,35.96855705,32.65633688,33.39509392,33.39509392,34.23742167,33.39509392,33.32896179,38.03787652,38.95376522,35.19511583,34.72543769,35.84260925
05/12/2015,11,33.3969645,35.9696274,32.65813645,33.3969645,33.3969645,34.23947489,33.3969645,33.33008073,38.03942372,38.95509954,35.1970843,34.72738752,35.84456729
05/12/2015,12,33.39883447,35.97069617,32.65993544,33.39883447,33.39883447,34.24152747,33.39883447,33.33120128,38.04097064,38.95643462,35.19905214,34.72933694,35.84652464
05/12/2015,13,33.40070385,35.97176337,32.66173387,33.40070385,33.40070385,34.24357941,33.40070385,33.33232345,38.04251729,38.95777045,35.20101938,34.73128597,35.8484813
05/12/2015,14,33.40257262,35.97282899,32.66353174,33.40257262,33.40257262,34.24563071,33.40257262,33.33344723,38.04406365,38.95910704,35.202986,34.73323458,35.85043727
05/12/2015,15,33.4044408,35.97389305,32.66532903,33.4044408,33.4044408,34.24768136,33.4044408,33.33457262,38.04560973,38.96044438,35.204952,34.7351828,35.85239255
05/12/2015,16,33.40630838,35.97495553,32.66712576,33.40630838,33.40630838,34.24973138,33.40630838,33.33569962,38.04715553,38.96178247,35.20691739,34.73713061,35.85434714
05/12/2015,17,33.40817536,35.97601644,32.66892192,33.40817536,33.40817536,34.25178076,33.40817536,33.33682824,38.04870105,38.96312132,35.20888217,34.73907802,35.85630104
05/12/2015,18,33.41004174,35.97707578,32.67071751,33.41004174,33.41004174,34.25382949,33.41004174,33.33795848,38.05024629,38.96446092,35.21084633,34.74102502,35.85825424
05/12/2015,19,33.41190752,35.97813354,32.67251253,33.41190752,33.41190752,34.25587759,33.41190752,33.33909033,38.05179125,38.96580127,35.21280988,34.74297162,35.86020675
05/12/2015,20,33.4137727,35.97918973,32.67430699,33.4137727,33.4137727,34.25792504,33.4137727,33.34022379,38.05333593,38.96714238,35.21477281,34.74491782,35.86215857
05/12/2015,21,33.41563728,35.98024435,32.67610087,33.41563728,33.41563728,34.25997186,33.41563728,33.34135887,38.05488033,38.96848424,35.21673513,34.74686361,35.8641097
05/12/2015,22,33.41750126,35.98129739,32.67789419,33.41750126,33.41750126,34.26201803,33.41750126,33.34249556,38.05642445,38.96982686,35.21869683,34.748809,35.86606013
05/12/2015,23,33.41936464,35.98234886,32.67968694,33.41936464,33.41936464,34.26406356,33.41936464,33.34363388,38.05796828,38.97117023,35.22065791,34.75075398,35.86800987
05/12/2015,24,33.42122742,35.98339875,32.68147912,33.42122742,33.42122742,34.26610844,33.42122742,33.3447738,38.05951184,38.97251435,35.22261838,34.75269856,35.86995892
06/12/2015,1,33.4230896,35.98444706,32.68327073,33.4230896,33.4230896,34.26815269,33.4230896,33.34591535,38.06105511,38.97385923,35.22457824,34.75464273,35.87190728
06/12/2015,2,33.42495118,35.9854938,32.68506177,33.42495118,33.42495118,34.2701963,33.42495118,33.34705851,38.06259811,38.97520487,35.22653748,34.7565865,35.87385494
06/12/2015,3,33.42681216,35.98653897,32.68685224,33.42681216,33.42681216,34.27223926,33.42681216,33.34820329,38.06414082,38.97655126,35.2284961,34.75852987,35.87580191
06/12/2015,4,33.42867253,35.98758256,32.68864214,33.42867253,33.42867253,34.27428158,33.42867253,33.34934969,38.06568325,38.9778984,35.23045411,34.76047283,35.87774819
06/12/2015,5,33.43053231,35.98862457,32.69043148,33.43053231,33.43053231,34.27632326,33.43053231,33.3504977,38.0672254,38.9792463,35.2324115,34.76241539,35.87969377
06/12/2015,6,33.43239149,35.989665,32.69222024,33.43239149,33.43239149,34.27836429,33.43239149,33.35164733,38.06876727,38.98059496,35.23436828,34.76435754,35.88163866
06/12/2015,7,33.43425006,35.99070386,32.69400843,33.43425006,33.43425006,34.28040469,33.43425006,33.35279859,38.07030886,38.98194437,35.23632444,34.76629928,35.88358285
06/12/2015,8,33.43610804,35.99174113,32.69579606,33.43610804,33.43610804,34.28244444,33.43610804,33.35395146,38.07185016,38.98329454,35.23827998,34.76824062,35.88552635
06/12/2015,9,33.43796541,35.99277684,32.69758311,33.43796541,33.43796541,34.28448355,33.43796541,33.35510595,38.07339119,38.98464547,35.2402349,34.77018156,35.88746916
06/12/2015,10,33.43982218,35.99381096,32.6993696,33.43982218,33.43982218,34.28652201,33.43982218,33.35626206,38.07493193,38.98599715,35.24218921,34.77212209,35.88941127
06/12/2015,11,33.44167835,35.9948435,32.70115551,33.44167835,33.44167835,34.28855983,33.44167835,33.35741979,38.07647239,38.98734958,35.2441429,34.77406222,35.89135269
06/12/2015,12,33.44353392,35.99587446,32.70294086,33.44353392,33.44353392,34.29059701,33.44353392,33.35857915,38.07801257,38.98870278,35.24609598,34.77600194,35.89329342
06/12/2015,13,33.44538888,35.99690385,32.70472563,33.44538888,33.44538888,34.29263355,33.44538888,33.35974012,38.07955247,38.99005673,35.24804844,34.77794125,35.89523345
06/12/2015,14,33.44724325,35.99793165,32.70650983,33.44724325,33.44724325,34.29466944,33.44724325,33.36090271,38.08109209,38.99141143,35.25000028,34.77988016,35.89717278
06/12/2015,15,33.44909701,35.99895788,32.70829347,33.44909701,33.44909701,34.29670469,33.44909701,33.36206693,38.08263142,38.9927669,35.2519515,34.78181867,35.89911142
06/12/2015,16,33.45095017,35.99998252,32.71007653,33.45095017,33.45095017,34.29873929,33.45095017,33.36323276,38.08417047,38.99412312,35.25390211,34.78375676,35.90104936
06/12/2015,17,33.45280273,36.00100559,32.71185902,33.45280273,33.45280273,34.30077325,33.45280273,33.36440022,38.08570925,38.9954801,35.2558521,34.78569446,35.90298661
06/12/2015,18,33.45465468,36.00202707,32.71364094,33.45465468,33.45465468,34.30280657,33.45465468,33.36556931,38.08724774,38.99683783,35.25780147,34.78763174,35.90492317
06/12/2015,19,33.45650603,36.00304697,32.71542229,33.45650603,33.45650603,34.30483924,33.45650603,33.36674001,38.08878594,38.99819633,35.25975022,34.78956862,35.90685902
06/12/2015,20,33.45835678,36.00406529,32.71720307,33.45835678,33.45835678,34.30687127,33.45835678,33.36791234,38.09032387,38.99955558,35.26169835,34.7915051,35.90879419
06/12/2015,21,33.46020693,36.00508203,32.71898327,33.46020693,33.46020693,34.30890266,33.46020693,33.36908629,38.09186151,39.00091559,35.26364587,34.79344117,35.91072865
06/12/2015,22,33.46205647,36.00609718,32.72076291,33.46205647,33.46205647,34.3109334,33.46205647,33.37026187,38.09339887,39.00227636,35.26559277,34.79537683,35.91266242
06/12/2015,23,33.46390541,36.00711076,32.72254197,33.46390541,33.46390541,34.31296349,33.46390541,33.37143907,38.09493595,39.00363788,35.26753905,34.79731208,35.9145955
06/12/2015,24,33.46575375,36.00812275,32.72432046,33.46575375,33.46575375,34.31499294,33.46575375,33.37261789,38.09647275,39.00500017,35.26948471,34.79924693,35.91652787
07/12/2015,1,33.46760149,36.00913315,32.72609838,33.46760149,33.46760149,34.31702175,33.46760149,33.37379834,38.09800926,39.00636321,35.27142975,34.80118138,35.91845956
07/12/2015,2,33.46944862,36.01014198,32.72787573,33.46944862,33.46944862,34.31904991,33.46944862,33.37498042,38.09954549,39.00772701,35.27337418,34.80311541,35.92039054
07/12/2015,3,33.47129514,36.01114922,32.72965251,33.47129514,33.47129514,34.32107742,33.47129514,33.37616412,38.10108144,39.00909157,35.27531798,34.80504904,35.92232083
07/12/2015,4,33.47314107,36.01215487,32.73142871,33.47314107,33.47314107,34.32310429,33.47314107,33.37734944,38.10261711,39.01045689,35.27726117,34.80698227,35.92425042
07/12/2015,5,33.47498639,36.01315894,32.73320434,33.47498639,33.47498639,34.32513052,33.47498639,33.37853639,38.10415249,39.01182297,35.27920373,34.80891508,35.92617932
07/12/2015,6,33.4768311,36.01416142,32.7349794,33.4768311,33.4768311,34.32715609,33.4768311,33.37972497,38.10568759,39.01318981,35.28114568,34.81084749,35.92810751
07/12/2015,7,33.47867521,36.01516232,32.73675389,33.47867521,33.47867521,34.32918103,33.47867521,33.38091518,38.10722241,39.01455741,35.28308701,34.81277949,35.93003501
07/12/2015,8,33.48051872,36.01616164,32.7385278,33.48051872,33.48051872,34.33120531,33.48051872,33.38210701,38.10875694,39.01592577,35.28502772,34.81471109,35.93196182
07/12/2015,9,33.48236162,36.01715937,32.74030114,33.48236162,33.48236162,34.33322895,33.48236162,33.38330047,38.1102912,39.01729488,35.2869678,34.81664228,35.93388792
07/12/2015,10,33.48420392,36.01815551,32.74207391,33.48420392,33.48420392,34.33525195,33.48420392,33.38449556,38.11182517,39.01866476,35.28890727,34.81857306,35.93581333
07/12/2015,11,33.48604562,36.01915006,32.74384611,33.48604562,33.48604562,34.3372743,33.48604562,33.38569228,38.11335885,39.0200354,35.29084612,34.82050343,35.93773804
07/12/2015,12,33.4878867,36.02014303,32.74561773,33.4878867,33.4878867,34.339296,33.4878867,33.38689062,38.11489226,39.0214068,35.29278435,34.8224334,35.93966205
